File,RelativePath,Plant_sp,Plant_ID,DateTime,Behaviour,Sp1,Count1,Sp2,Count2,Sp3,Count3,Juvenile,n_cam,Days,Video_events,Duration,TimestampIssue,Favourite,Obs
IMG_0039.MP4,Rev1_20220903\Aune001,Arbutus,Aune001,2022-09-03 10:49:08,probably eating,Sylvia melanocephala,1,,0,,0,false,1,14.01,1,10,false,false,
