Deployment_ID,Location,Longitude,Latitude,Start,End,Days,Setup by,Camera_ID,Camera_model,Comments
Aune001_19,Madroñas,37.02246003784,-6.47933998145,26/10/21,12/1/22,78,PV & GC,19,Browning Dark ops,
