Deployment_ID,Revision_ID,Videos ,First video,Last video,Days,Setup date,Revision date,Functioning days,Timestamp_Issues,FilePath,Favourite,Comments
Aune008_56,Rev01,236,27/3/2023 9:22:32,10/4/2023 9:25:22,14.01,27/3/2023,12/4/2023,16,F,/Volumes/G-RAID-2/SUMHAL_YR1/Arbutus/Rev01/Aune008_56,F,
